glitch_pulse,glitch_delay,state,glitch_text,is_success
8,440358,glitched,539ba31a988912a8bd8cec9331477402,False
9,439436,glitched,539ba31a988912a8bd8cec9331477402,False
8,436570,glitched,539ba31a988912a8bd8cec9331477402,False
8,437710,glitched,539ba31a988912a8bd8cec9331477402,False
9,436056,glitched,539ba31a988912a8bd8cec9331477402,False
9,437001,glitched,539ba31a988912a8bd8cec9331477402,False
9,436550,glitched,539ba31a988912a8bd8cec9331477402,False
8,436492,glitched,539ba31a988912a8bd8cec9331477402,False
8,441593,glitched,539ba31a988912a8bd8cec9331477402,False
8,436030,glitched,539ba31a988912a8bd8cec9331477402,False
9,442116,glitched,539ba31a988912a8bd8cec9331477402,False
8,438286,glitched,539ba31a988912a8bd8cec9331477402,False
9,436468,glitched,539ba31a988912a8bd8cec9331477402,False
9,441562,glitched,539ba31a988912a8bd8cec9331477402,False
8,436947,glitched,539ba31a988912a8bd8cec9331477402,False
8,442313,glitched,539ba31a988912a8bd8cec9331477402,False
8,436025,glitched,539ba31a988912a8bd8cec9331477402,False
8,440426,glitched,539ba31a988912a8bd8cec9331477402,False
9,438494,glitched,539ba31a988912a8bd8cec9331477402,False
8,438565,glitched,539ba31a988912a8bd8cec9331477402,False
8,437431,glitched,539ba31a988912a8bd8cec9331477402,False
9,438165,glitched,539ba31a988912a8bd8cec9331477402,False
9,435950,glitched,539ba31a988912a8bd8cec9331477402,False
8,438517,glitched,539ba31a988912a8bd8cec9331477402,False
8,441381,glitched,539ba31a988912a8bd8cec9331477402,False
9,442063,glitched,539ba31a988912a8bd8cec9331477402,False
8,437415,glitched,539ba31a988912a8bd8cec9331477402,False
9,439042,glitched,539ba31a988912a8bd8cec9331477402,False
8,442006,glitched,539ba31a988912a8bd8cec9331477402,False
8,437686,glitched,539ba31a988912a8bd8cec9331477402,False
8,440864,glitched,539ba31a988912a8bd8cec9331477402,False
9,437672,glitched,539ba31a988912a8bd8cec9331477402,False
8,437990,glitched,539ba31a988912a8bd8cec9331477402,False
8,435863,glitched,539ba31a988912a8bd8cec9331477402,False
9,436102,glitched,539ba31a988912a8bd8cec9331477402,False
9,436140,glitched,539ba31a988912a8bd8cec9331477402,False
8,436871,glitched,539ba31a988912a8bd8cec9331477402,False
9,442297,glitched,539ba31a988912a8bd8cec9331477402,False
8,442082,glitched,539ba31a988912a8bd8cec9331477402,False
8,441419,glitched,539ba31a988912a8bd8cec9331477402,False
9,436397,glitched,539ba31a988912a8bd8cec9331477402,False
8,436224,glitched,539ba31a988912a8bd8cec9331477402,False
9,437009,glitched,539ba31a988912a8bd8cec9331477402,False
9,437568,glitched,539ba31a988912a8bd8cec9331477402,False
8,439182,glitched,539ba31a988912a8bd8cec9331477402,False
9,439505,glitched,539ba31a988912a8bd8cec9331477402,False
8,438539,glitched,539ba31a988912a8bd8cec9331477402,False
8,439256,glitched,539ba31a988912a8bd8cec9331477402,False
9,436905,glitched,539ba31a988912a8bd8cec9331477402,False
8,437481,glitched,539ba31a988912a8bd8cec9331477402,False
9,439764,glitched,539ba31a988912a8bd8cec9331477402,False
9,435691,glitched,539ba31a988912a8bd8cec9331477402,False
9,437422,glitched,539ba31a988912a8bd8cec9331477402,False
9,437540,glitched,539ba31a988912a8bd8cec9331477402,False
9,442173,glitched,539ba31a988912a8bd8cec9331477402,False
8,440649,glitched,539ba31a988912a8bd8cec9331477402,False
9,438011,glitched,539ba31a988912a8bd8cec9331477402,False
8,437457,glitched,539ba31a988912a8bd8cec9331477402,False
8,442162,glitched,539ba31a988912a8bd8cec9331477402,False
9,441688,glitched,539ba31a988912a8bd8cec9331477402,False
9,439625,glitched,539ba31a988912a8bd8cec9331477402,False
8,438796,glitched,539ba31a988912a8bd8cec9331477402,False
8,441377,glitched,539ba31a988912a8bd8cec9331477402,False
9,437068,glitched,539ba31a988912a8bd8cec9331477402,False
8,437098,glitched,539ba31a988912a8bd8cec9331477402,False
8,438867,glitched,539ba31a988912a8bd8cec9331477402,False
8,441973,glitched,539ba31a988912a8bd8cec9331477402,False
8,435846,glitched,539ba31a988912a8bd8cec9331477402,False
8,440269,glitched,539ba31a988912a8bd8cec9331477402,False
8,437131,glitched,539ba31a988912a8bd8cec9331477402,False
9,437450,glitched,539ba31a988912a8bd8cec9331477402,False
9,440771,glitched,539ba31a988912a8bd8cec9331477402,False
9,440057,glitched,539ba31a988912a8bd8cec9331477402,False
8,440765,glitched,539ba31a988912a8bd8cec9331477402,False
9,441368,glitched,539ba31a988912a8bd8cec9331477402,False
9,438587,glitched,539ba31a988912a8bd8cec9331477402,False
8,438716,glitched,539ba31a988912a8bd8cec9331477402,False
8,441426,glitched,539ba31a988912a8bd8cec9331477402,False
8,438505,glitched,539ba31a988912a8bd8cec9331477402,False
8,436341,glitched,539ba31a988912a8bd8cec9331477402,False
8,438622,glitched,539ba31a988912a8bd8cec9331477402,False
8,439057,glitched,539ba31a988912a8bd8cec9331477402,False
8,440679,glitched,539ba31a988912a8bd8cec9331477402,False
9,442024,glitched,539ba31a988912a8bd8cec9331477402,False
8,442150,glitched,539ba31a988912a8bd8cec9331477402,False
8,438797,glitched,539ba31a988912a8bd8cec9331477402,False
9,436436,glitched,539ba31a988912a8bd8cec9331477402,False
9,438323,glitched,539ba31a988912a8bd8cec9331477402,False
9,438433,glitched,539ba31a988912a8bd8cec9331477402,False
9,441137,glitched,539ba31a988912a8bd8cec9331477402,False
8,439851,glitched,539ba31a988912a8bd8cec9331477402,False
9,442155,glitched,539ba31a988912a8bd8cec9331477402,False
9,440585,glitched,539ba31a988912a8bd8cec9331477402,False
8,440366,glitched,539ba31a988912a8bd8cec9331477402,False
8,439785,glitched,539ba31a988912a8bd8cec9331477402,False
9,440675,glitched,539ba31a988912a8bd8cec9331477402,False
9,441059,glitched,539ba31a988912a8bd8cec9331477402,False
8,441921,glitched,539ba31a988912a8bd8cec9331477402,False
8,441816,glitched,539ba31a988912a8bd8cec9331477402,False
8,437788,glitched,539ba31a988912a8bd8cec9331477402,False
8,440650,glitched,539ba31a988912a8bd8cec9331477402,False
8,441195,glitched,539ba31a988912a8bd8cec9331477402,False
9,439940,glitched,539ba31a988912a8bd8cec9331477402,False
9,437689,glitched,539ba31a988912a8bd8cec9331477402,False
9,436975,glitched,539ba31a988912a8bd8cec9331477402,False
8,441386,glitched,539ba31a988912a8bd8cec9331477402,False
8,441612,glitched,539ba31a988912a8bd8cec9331477402,False
9,437966,glitched,539ba31a988912a8bd8cec9331477402,False
8,438484,glitched,539ba31a988912a8bd8cec9331477402,False
8,436606,glitched,539ba31a988912a8bd8cec9331477402,False
9,438858,glitched,539ba31a988912a8bd8cec9331477402,False
8,439489,glitched,539ba31a988912a8bd8cec9331477402,False
9,437794,glitched,539ba31a988912a8bd8cec9331477402,False
9,438289,glitched,539ba31a988912a8bd8cec9331477402,False
8,437579,glitched,539ba31a988912a8bd8cec9331477402,False
9,441117,glitched,539ba31a988912a8bd8cec9331477402,False
9,437532,glitched,539ba31a988912a8bd8cec9331477402,False
8,442273,glitched,539ba31a988912a8bd8cec9331477402,False
8,441546,glitched,539ba31a988912a8bd8cec9331477402,False
8,439265,glitched,539ba31a988912a8bd8cec9331477402,False
9,442249,glitched,539ba31a988912a8bd8cec9331477402,False
8,439845,glitched,539ba31a988912a8bd8cec9331477402,False
8,436891,glitched,539ba31a988912a8bd8cec9331477402,False
9,437051,glitched,539ba31a988912a8bd8cec9331477402,False
9,440163,glitched,539ba31a988912a8bd8cec9331477402,False
9,442280,glitched,539ba31a988912a8bd8cec9331477402,False
8,440650,glitched,539ba31a988912a8bd8cec9331477402,False
9,440806,glitched,539ba31a988912a8bd8cec9331477402,False
8,440686,glitched,539ba31a988912a8bd8cec9331477402,False
8,437137,glitched,539ba31a988912a8bd8cec9331477402,False
8,440950,glitched,539ba31a988912a8bd8cec9331477402,False
9,441351,glitched,539ba31a988912a8bd8cec9331477402,False
8,440105,glitched,539ba31a988912a8bd8cec9331477402,False
8,440917,glitched,539ba31a988912a8bd8cec9331477402,False
8,439458,glitched,539ba31a988912a8bd8cec9331477402,False
9,439046,glitched,539ba31a988912a8bd8cec9331477402,False
8,438567,glitched,539ba31a988912a8bd8cec9331477402,False
9,442313,glitched,539ba31a988912a8bd8cec9331477402,False
8,436534,glitched,539ba31a988912a8bd8cec9331477402,False
8,435795,glitched,539ba31a988912a8bd8cec9331477402,False
8,438977,glitched,539ba31a988912a8bd8cec9331477402,False
8,439476,glitched,539ba31a988912a8bd8cec9331477402,False
8,435791,glitched,539ba31a988912a8bd8cec9331477402,False
9,441771,glitched,539ba31a988912a8bd8cec9331477402,False
8,438702,glitched,539ba31a988912a8bd8cec9331477402,False
9,436993,glitched,539ba31a988912a8bd8cec9331477402,False
8,441516,glitched,539ba31a988912a8bd8cec9331477402,False
9,437576,glitched,539ba31a988912a8bd8cec9331477402,False
9,441324,glitched,539ba31a988912a8bd8cec9331477402,False
8,441031,glitched,539ba31a988912a8bd8cec9331477402,False
9,440717,glitched,539ba31a988912a8bd8cec9331477402,False
8,439245,glitched,539ba31a988912a8bd8cec9331477402,False
8,440053,glitched,539ba31a988912a8bd8cec9331477402,False
9,440663,glitched,539ba31a988912a8bd8cec9331477402,False
8,441266,glitched,539ba31a988912a8bd8cec9331477402,False
9,436075,glitched,539ba31a988912a8bd8cec9331477402,False
9,439520,glitched,539ba31a988912a8bd8cec9331477402,False
9,440397,glitched,539ba31a988912a8bd8cec9331477402,False
9,441130,glitched,539ba31a988912a8bd8cec9331477402,False
9,439460,glitched,539ba31a988912a8bd8cec9331477402,False
9,438551,glitched,539ba31a988912a8bd8cec9331477402,False
9,441311,glitched,539ba31a988912a8bd8cec9331477402,False
9,438277,glitched,539ba31a988912a8bd8cec9331477402,False
8,441946,glitched,539ba31a988912a8bd8cec9331477402,False
8,439294,glitched,539ba31a988912a8bd8cec9331477402,False
9,438126,glitched,539ba31a988912a8bd8cec9331477402,False
9,436639,glitched,539ba31a988912a8bd8cec9331477402,False
9,437324,glitched,539ba31a988912a8bd8cec9331477402,False
9,436027,glitched,539ba31a988912a8bd8cec9331477402,False
8,438721,glitched,539ba31a988912a8bd8cec9331477402,False
8,439923,glitched,539ba31a988912a8bd8cec9331477402,False
9,440345,glitched,539ba31a988912a8bd8cec9331477402,False
8,441720,glitched,539ba31a988912a8bd8cec9331477402,False
8,440211,glitched,539ba31a988912a8bd8cec9331477402,False
8,441540,glitched,539ba31a988912a8bd8cec9331477402,False
9,439736,glitched,539ba31a988912a8bd8cec9331477402,False
9,438963,glitched,539ba31a988912a8bd8cec9331477402,False
8,441205,glitched,539ba31a988912a8bd8cec9331477402,False
9,440190,glitched,539ba31a988912a8bd8cec9331477402,False
9,439331,glitched,539ba31a988912a8bd8cec9331477402,False
8,438542,glitched,539ba31a988912a8bd8cec9331477402,False
9,442137,glitched,539ba31a988912a8bd8cec9331477402,False
9,437995,glitched,539ba31a988912a8bd8cec9331477402,False
9,441806,glitched,539ba31a988912a8bd8cec9331477402,False
9,438217,glitched,539ba31a988912a8bd8cec9331477402,False
8,437474,glitched,539ba31a988912a8bd8cec9331477402,False
9,439645,glitched,539ba31a988912a8bd8cec9331477402,False
9,442213,glitched,539ba31a988912a8bd8cec9331477402,False
8,439143,glitched,539ba31a988912a8bd8cec9331477402,False
8,441457,glitched,539ba31a988912a8bd8cec9331477402,False
8,439111,glitched,539ba31a988912a8bd8cec9331477402,False
9,439775,glitched,539ba31a988912a8bd8cec9331477402,False
9,442310,glitched,539ba31a988912a8bd8cec9331477402,False
8,441196,glitched,539ba31a988912a8bd8cec9331477402,False
8,440747,glitched,539ba31a988912a8bd8cec9331477402,False
9,438797,glitched,539ba31a988912a8bd8cec9331477402,False
9,440273,glitched,539ba31a988912a8bd8cec9331477402,False
8,437413,glitched,539ba31a988912a8bd8cec9331477402,False
8,442347,glitched,539ba31a988912a8bd8cec9331477402,False
8,436220,glitched,539ba31a988912a8bd8cec9331477402,False
9,438238,glitched,539ba31a988912a8bd8cec9331477402,False
9,439785,glitched,539ba31a988912a8bd8cec9331477402,False
9,438642,glitched,539ba31a988912a8bd8cec9331477402,False
8,440271,glitched,539ba31a988912a8bd8cec9331477402,False
8,438965,glitched,539ba31a988912a8bd8cec9331477402,False
9,437175,glitched,539ba31a988912a8bd8cec9331477402,False
9,439501,glitched,539ba31a988912a8bd8cec9331477402,False
8,439395,glitched,539ba31a988912a8bd8cec9331477402,False
8,436793,glitched,539ba31a988912a8bd8cec9331477402,False
9,438593,glitched,539ba31a988912a8bd8cec9331477402,False
8,442329,glitched,539ba31a988912a8bd8cec9331477402,False
8,440729,glitched,539ba31a988912a8bd8cec9331477402,False
8,440908,glitched,539ba31a988912a8bd8cec9331477402,False
9,442146,glitched,539ba31a988912a8bd8cec9331477402,False
8,438371,glitched,539ba31a988912a8bd8cec9331477402,False
9,437900,glitched,539ba31a988912a8bd8cec9331477402,False
8,439938,glitched,539ba31a988912a8bd8cec9331477402,False
9,441494,glitched,539ba31a988912a8bd8cec9331477402,False
9,440662,glitched,539ba31a988912a8bd8cec9331477402,False
8,435795,glitched,539ba31a988912a8bd8cec9331477402,False
8,438841,glitched,539ba31a988912a8bd8cec9331477402,False
9,437524,glitched,539ba31a988912a8bd8cec9331477402,False
8,438100,glitched,539ba31a988912a8bd8cec9331477402,False
9,436660,glitched,539ba31a988912a8bd8cec9331477402,False
9,436555,glitched,539ba31a988912a8bd8cec9331477402,False
8,438427,glitched,539ba31a988912a8bd8cec9331477402,False
8,442005,glitched,539ba31a988912a8bd8cec9331477402,False
8,437547,glitched,539ba31a988912a8bd8cec9331477402,False
9,441405,glitched,539ba31a988912a8bd8cec9331477402,False
8,435616,glitched,539ba31a988912a8bd8cec9331477402,False
8,439712,glitched,539ba31a988912a8bd8cec9331477402,False
9,441884,glitched,539ba31a988912a8bd8cec9331477402,False
9,437561,glitched,539ba31a988912a8bd8cec9331477402,False
9,439602,glitched,539ba31a988912a8bd8cec9331477402,False
8,441510,glitched,539ba31a988912a8bd8cec9331477402,False
9,438982,glitched,539ba31a988912a8bd8cec9331477402,False
8,439215,glitched,539ba31a988912a8bd8cec9331477402,False
8,435778,glitched,539ba31a988912a8bd8cec9331477402,False
9,440188,glitched,539ba31a988912a8bd8cec9331477402,False
8,441858,glitched,539ba31a988912a8bd8cec9331477402,False
8,440331,glitched,539ba31a988912a8bd8cec9331477402,False
8,436868,glitched,539ba31a988912a8bd8cec9331477402,False
8,441121,glitched,539ba31a988912a8bd8cec9331477402,False
9,440872,glitched,539ba31a988912a8bd8cec9331477402,False
8,440520,glitched,539ba31a988912a8bd8cec9331477402,False
9,438422,glitched,539ba31a988912a8bd8cec9331477402,False
9,436054,glitched,539ba31a988912a8bd8cec9331477402,False
8,437845,glitched,539ba31a988912a8bd8cec9331477402,False
9,441461,glitched,539ba31a988912a8bd8cec9331477402,False
9,440611,glitched,539ba31a988912a8bd8cec9331477402,False
8,437498,glitched,539ba31a988912a8bd8cec9331477402,False
9,438860,glitched,539ba31a988912a8bd8cec9331477402,False
9,436907,glitched,539ba31a988912a8bd8cec9331477402,False
9,437399,glitched,539ba31a988912a8bd8cec9331477402,False
9,438296,glitched,539ba31a988912a8bd8cec9331477402,False
9,442125,glitched,539ba31a988912a8bd8cec9331477402,False
8,441990,glitched,539ba31a988912a8bd8cec9331477402,False
8,440521,glitched,539ba31a988912a8bd8cec9331477402,False
9,437083,glitched,539ba31a988912a8bd8cec9331477402,False
9,438193,glitched,539ba31a988912a8bd8cec9331477402,False
8,439082,glitched,539ba31a988912a8bd8cec9331477402,False
8,441366,glitched,539ba31a988912a8bd8cec9331477402,False
9,441930,glitched,539ba31a988912a8bd8cec9331477402,False
8,439971,glitched,539ba31a988912a8bd8cec9331477402,False
8,440702,glitched,539ba31a988912a8bd8cec9331477402,False
9,441711,glitched,539ba31a988912a8bd8cec9331477402,False
9,438517,glitched,539ba31a988912a8bd8cec9331477402,False
9,439717,glitched,539ba31a988912a8bd8cec9331477402,False
8,438258,glitched,539ba31a988912a8bd8cec9331477402,False
9,440162,glitched,539ba31a988912a8bd8cec9331477402,False
9,438983,glitched,539ba31a988912a8bd8cec9331477402,False
9,436064,glitched,539ba31a988912a8bd8cec9331477402,False
8,438767,glitched,539ba31a988912a8bd8cec9331477402,False
9,436688,glitched,539ba31a988912a8bd8cec9331477402,False
9,442173,glitched,539ba31a988912a8bd8cec9331477402,False
9,438135,glitched,539ba31a988912a8bd8cec9331477402,False
8,442111,glitched,539ba31a988912a8bd8cec9331477402,False
9,442361,glitched,539ba31a988912a8bd8cec9331477402,False
8,439872,glitched,539ba31a988912a8bd8cec9331477402,False
9,442108,glitched,539ba31a988912a8bd8cec9331477402,False
9,442103,glitched,539ba31a988912a8bd8cec9331477402,False
8,439294,glitched,539ba31a988912a8bd8cec9331477402,False
9,441988,glitched,539ba31a988912a8bd8cec9331477402,False
8,436154,glitched,539ba31a988912a8bd8cec9331477402,False
9,438200,glitched,539ba31a988912a8bd8cec9331477402,False
9,441658,glitched,539ba31a988912a8bd8cec9331477402,False
8,436171,glitched,539ba31a988912a8bd8cec9331477402,False
9,438219,glitched,539ba31a988912a8bd8cec9331477402,False
8,441795,glitched,539ba31a988912a8bd8cec9331477402,False
9,442144,glitched,539ba31a988912a8bd8cec9331477402,False
9,437781,glitched,539ba31a988912a8bd8cec9331477402,False
8,439683,glitched,539ba31a988912a8bd8cec9331477402,False
8,437026,glitched,539ba31a988912a8bd8cec9331477402,False
8,439543,glitched,539ba31a988912a8bd8cec9331477402,False
8,436452,glitched,539ba31a988912a8bd8cec9331477402,False
9,438702,glitched,539ba31a988912a8bd8cec9331477402,False
8,440738,glitched,539ba31a988912a8bd8cec9331477402,False
8,436774,glitched,539ba31a988912a8bd8cec9331477402,False
8,436359,glitched,539ba31a988912a8bd8cec9331477402,False
9,439030,glitched,539ba31a988912a8bd8cec9331477402,False
9,438169,glitched,539ba31a988912a8bd8cec9331477402,False
9,438369,glitched,539ba31a988912a8bd8cec9331477402,False
9,436532,glitched,539ba31a988912a8bd8cec9331477402,False
8,441820,glitched,539ba31a988912a8bd8cec9331477402,False
9,441468,glitched,539ba31a988912a8bd8cec9331477402,False
8,437418,glitched,539ba31a988912a8bd8cec9331477402,False
8,441862,glitched,539ba31a988912a8bd8cec9331477402,False
9,440482,glitched,539ba31a988912a8bd8cec9331477402,False
9,440075,glitched,539ba31a988912a8bd8cec9331477402,False
9,436067,glitched,539ba31a988912a8bd8cec9331477402,False
8,436349,glitched,539ba31a988912a8bd8cec9331477402,False
8,441372,glitched,539ba31a988912a8bd8cec9331477402,False
8,441725,glitched,539ba31a988912a8bd8cec9331477402,False
8,438304,glitched,539ba31a988912a8bd8cec9331477402,False
9,437362,glitched,539ba31a988912a8bd8cec9331477402,False
9,439408,glitched,539ba31a988912a8bd8cec9331477402,False
8,438353,glitched,539ba31a988912a8bd8cec9331477402,False
9,436111,glitched,539ba31a988912a8bd8cec9331477402,False
8,438513,glitched,539ba31a988912a8bd8cec9331477402,False
8,440975,glitched,539ba31a988912a8bd8cec9331477402,False
8,441030,glitched,539ba31a988912a8bd8cec9331477402,False
8,436123,glitched,539ba31a988912a8bd8cec9331477402,False
8,440917,glitched,539ba31a988912a8bd8cec9331477402,False
9,442260,glitched,539ba31a988912a8bd8cec9331477402,False
8,436613,glitched,539ba31a988912a8bd8cec9331477402,False
9,435737,glitched,539ba31a988912a8bd8cec9331477402,False
9,442116,glitched,539ba31a988912a8bd8cec9331477402,False
8,435642,glitched,539ba31a988912a8bd8cec9331477402,False
8,441731,glitched,539ba31a988912a8bd8cec9331477402,False
9,437081,glitched,539ba31a988912a8bd8cec9331477402,False
8,439952,glitched,539ba31a988912a8bd8cec9331477402,False
8,437078,glitched,539ba31a988912a8bd8cec9331477402,False
9,438102,glitched,539ba31a988912a8bd8cec9331477402,False
8,439999,glitched,539ba31a988912a8bd8cec9331477402,False
9,440088,glitched,539ba31a988912a8bd8cec9331477402,False
9,440630,glitched,539ba31a988912a8bd8cec9331477402,False
9,439521,glitched,539ba31a988912a8bd8cec9331477402,False
8,437763,glitched,539ba31a988912a8bd8cec9331477402,False
8,440532,glitched,539ba31a988912a8bd8cec9331477402,False
9,436355,glitched,539ba31a988912a8bd8cec9331477402,False
9,436703,glitched,539ba31a988912a8bd8cec9331477402,False
9,440801,glitched,539ba31a988912a8bd8cec9331477402,False
8,440474,glitched,539ba31a988912a8bd8cec9331477402,False
8,440566,glitched,539ba31a988912a8bd8cec9331477402,False
9,441092,glitched,539ba31a988912a8bd8cec9331477402,False
9,439662,glitched,539ba31a988912a8bd8cec9331477402,False
9,440065,glitched,539ba31a988912a8bd8cec9331477402,False
8,438460,glitched,539ba31a988912a8bd8cec9331477402,False
8,442382,glitched,539ba31a988912a8bd8cec9331477402,False
8,441629,glitched,539ba31a988912a8bd8cec9331477402,False
8,441924,glitched,539ba31a988912a8bd8cec9331477402,False
9,440863,glitched,539ba31a988912a8bd8cec9331477402,False
9,438666,glitched,539ba31a988912a8bd8cec9331477402,False
9,441849,glitched,539ba31a988912a8bd8cec9331477402,False
8,442106,glitched,539ba31a988912a8bd8cec9331477402,False
8,436447,glitched,539ba31a988912a8bd8cec9331477402,False
8,440875,glitched,539ba31a988912a8bd8cec9331477402,False
8,442356,glitched,539ba31a988912a8bd8cec9331477402,False
9,441094,glitched,539ba31a988912a8bd8cec9331477402,False
8,441644,glitched,539ba31a988912a8bd8cec9331477402,False
9,438067,glitched,539ba31a988912a8bd8cec9331477402,False
8,440902,glitched,539ba31a988912a8bd8cec9331477402,False
8,440400,glitched,539ba31a988912a8bd8cec9331477402,False
9,436583,glitched,539ba31a988912a8bd8cec9331477402,False
9,440777,glitched,539ba31a988912a8bd8cec9331477402,False
8,437534,glitched,539ba31a988912a8bd8cec9331477402,False
8,439089,glitched,539ba31a988912a8bd8cec9331477402,False
8,441022,glitched,539ba31a988912a8bd8cec9331477402,False
8,440290,glitched,539ba31a988912a8bd8cec9331477402,False
8,438528,glitched,539ba31a988912a8bd8cec9331477402,False
9,441423,glitched,539ba31a988912a8bd8cec9331477402,False
9,435696,glitched,539ba31a988912a8bd8cec9331477402,False
9,436972,glitched,539ba31a988912a8bd8cec9331477402,False
8,438891,glitched,539ba31a988912a8bd8cec9331477402,False
9,436253,glitched,539ba31a988912a8bd8cec9331477402,False
8,435712,glitched,539ba31a988912a8bd8cec9331477402,False
9,439640,glitched,539ba31a988912a8bd8cec9331477402,False
8,441974,glitched,539ba31a988912a8bd8cec9331477402,False
9,438802,glitched,539ba31a988912a8bd8cec9331477402,False
9,437379,glitched,539ba31a988912a8bd8cec9331477402,False
8,437829,glitched,539ba31a988912a8bd8cec9331477402,False
8,441913,glitched,539ba31a988912a8bd8cec9331477402,False
8,438430,glitched,539ba31a988912a8bd8cec9331477402,False
8,436095,glitched,539ba31a988912a8bd8cec9331477402,False
9,440442,glitched,539ba31a988912a8bd8cec9331477402,False
9,439108,glitched,539ba31a988912a8bd8cec9331477402,False
8,438949,glitched,539ba31a988912a8bd8cec9331477402,False
8,435969,glitched,539ba31a988912a8bd8cec9331477402,False
8,441656,glitched,539ba31a988912a8bd8cec9331477402,False
9,438631,glitched,539ba31a988912a8bd8cec9331477402,False
8,441522,glitched,539ba31a988912a8bd8cec9331477402,False
9,435619,glitched,539ba31a988912a8bd8cec9331477402,False
8,438231,glitched,539ba31a988912a8bd8cec9331477402,False
9,437170,glitched,539ba31a988912a8bd8cec9331477402,False
9,441185,glitched,539ba31a988912a8bd8cec9331477402,False
9,436106,glitched,539ba31a988912a8bd8cec9331477402,False
9,437692,glitched,539ba31a988912a8bd8cec9331477402,False
9,441170,glitched,539ba31a988912a8bd8cec9331477402,False
9,438385,glitched,539ba31a988912a8bd8cec9331477402,False
9,441422,glitched,539ba31a988912a8bd8cec9331477402,False
8,437054,glitched,539ba31a988912a8bd8cec9331477402,False
9,440038,glitched,539ba31a988912a8bd8cec9331477402,False
9,439796,glitched,539ba31a988912a8bd8cec9331477402,False
8,441684,glitched,539ba31a988912a8bd8cec9331477402,False
9,439437,glitched,539ba31a988912a8bd8cec9331477402,False
8,436494,glitched,539ba31a988912a8bd8cec9331477402,False
9,439035,glitched,539ba31a988912a8bd8cec9331477402,False
8,436336,glitched,539ba31a988912a8bd8cec9331477402,False
8,440308,glitched,539ba31a988912a8bd8cec9331477402,False
8,438413,glitched,539ba31a988912a8bd8cec9331477402,False
8,439795,glitched,539ba31a988912a8bd8cec9331477402,False
9,440234,glitched,539ba31a988912a8bd8cec9331477402,False
9,442001,glitched,539ba31a988912a8bd8cec9331477402,False
9,436185,glitched,539ba31a988912a8bd8cec9331477402,False
9,438231,glitched,539ba31a988912a8bd8cec9331477402,False
8,438228,glitched,539ba31a988912a8bd8cec9331477402,False
8,440903,glitched,539ba31a988912a8bd8cec9331477402,False
8,437961,glitched,539ba31a988912a8bd8cec9331477402,False
9,442108,glitched,539ba31a988912a8bd8cec9331477402,False
8,441214,glitched,539ba31a988912a8bd8cec9331477402,False
8,441319,glitched,539ba31a988912a8bd8cec9331477402,False
9,438843,glitched,539ba31a988912a8bd8cec9331477402,False
9,441750,glitched,539ba31a988912a8bd8cec9331477402,False
8,438911,glitched,539ba31a988912a8bd8cec9331477402,False
